  0.00000000E+00  0.00000000E+00  1.28422030E+00  2.04356338E-05  1.28096676E+00
  0.00000000E+00  2.40562612E-02  1.55487296E-03  5.08036860E-07  1.64400439E-05
  0.00000000E+00  4.81125224E-02  1.73611454E-03  5.13224157E-07  2.65422304E-05
  0.00000000E+00  7.21687836E-02  1.26867094E-03  3.91519555E-07  2.51867037E-06
  0.00000000E+00  9.62250449E-02  1.03932633E-03  3.53029690E-07  2.19067552E-05
  0.00000000E+00  1.20281306E-01  7.97827073E-04  3.25693543E-07  7.17141404E-08
  0.00000000E+00  1.44337567E-01  8.56854092E-04  3.09930337E-07  3.24333731E-05
  0.00000000E+00  1.68393829E-01  9.08051496E-04  3.62898645E-07  3.78226013E-06
  0.00000000E+00  1.92450090E-01  9.89074370E-04  4.99965739E-07  1.35221527E-06
  0.00000000E+00  2.16506351E-01  8.67361576E-04  3.52101180E-07  9.74929547E-07
  0.00000000E+00  2.40562612E-01  9.73717695E-04  4.41036840E-07  4.88138738E-06
  0.00000000E+00  2.64618873E-01  9.80475942E-04  4.05131312E-07  4.35760283E-07
  0.00000000E+00  2.88675135E-01  7.04830205E-04  5.02282958E-07  2.45216823E-06
  0.00000000E+00  3.12731396E-01  9.80475942E-04  4.05131312E-07  4.35760283E-07
  0.00000000E+00  3.36787657E-01  9.73717695E-04  4.41036840E-07  4.88138738E-06
  0.00000000E+00  3.60843918E-01  8.67361576E-04  3.52101180E-07  9.74929547E-07
  0.00000000E+00  3.84900179E-01  9.89074370E-04  4.99965739E-07  1.35221527E-06
  0.00000000E+00  4.08956441E-01  9.08051496E-04  3.62898645E-07  3.78226013E-06
  0.00000000E+00  4.33012702E-01  8.56854092E-04  3.09930337E-07  3.24333731E-05
  0.00000000E+00  4.57068963E-01  7.97827073E-04  3.25693543E-07  7.17141404E-08
  0.00000000E+00  4.81125224E-01  1.03932633E-03  3.53029690E-07  2.19067552E-05
  0.00000000E+00  5.05181486E-01  1.26867094E-03  3.91519555E-07  2.51867037E-06
  0.00000000E+00  5.29237747E-01  1.73611454E-03  5.13224157E-07  2.65422304E-05
  0.00000000E+00  5.53294008E-01  1.55487296E-03  5.08036860E-07  1.64400439E-05
  2.08333333E-02 -1.20281306E-02  1.64445885E-03  6.26934751E-07  5.47967695E-06
  2.08333333E-02  1.20281306E-02  1.41353865E-03  5.09912350E-07  1.02574865E-05
  2.08333333E-02  3.60843918E-02  1.64027010E-03  4.49000092E-07  1.59242026E-06
  2.08333333E-02  6.01406530E-02  1.27599046E-03  3.80126370E-07  3.07091495E-06
  2.08333333E-02  8.41969143E-02  9.35736728E-04  3.77644847E-07  5.46692623E-06
  2.08333333E-02  1.08253175E-01  9.33200208E-04  3.43751780E-07  8.59147620E-06
  2.08333333E-02  1.32309437E-01  9.79689837E-04  4.11849183E-07  2.95617116E-07
  2.08333333E-02  1.56365698E-01  1.07521457E-03  3.57466821E-07  2.65160553E-05
  2.08333333E-02  1.80421959E-01  9.91952376E-04  4.13501741E-07  9.38702543E-06
  2.08333333E-02  2.04478220E-01  7.36303735E-04  3.43590188E-07  1.16208360E-06
  2.08333333E-02  2.28534482E-01  1.05910355E-03  4.12908128E-07  2.06742217E-05
  2.08333333E-02  2.52590743E-01  8.33828244E-04  4.05024366E-07  1.94984966E-06
  2.08333333E-02  2.76647004E-01  9.00939010E-04  3.92447805E-07  1.80385370E-05
  2.08333333E-02  3.00703265E-01  9.32602076E-04  3.35411335E-07  3.59947078E-07
  2.08333333E-02  3.24759526E-01  9.14834953E-04  3.52186091E-07  1.79162246E-08
  2.08333333E-02  3.48815788E-01  1.02578888E-03  3.70662144E-07  5.45037000E-07
  2.08333333E-02  3.72872049E-01  8.49176754E-04  3.97276367E-07  1.06497860E-05
  2.08333333E-02  3.96928310E-01  1.03979170E-03  4.31041527E-07  5.90769318E-06
  2.08333333E-02  4.20984571E-01  1.14789627E-03  3.62984281E-07  1.08791536E-05
  2.08333333E-02  4.45040833E-01  1.01525513E-03  3.41335600E-07  3.54961803E-06
  2.08333333E-02  4.69097094E-01  1.00504880E-03  3.63637406E-07  1.12788233E-08
  2.08333333E-02  4.93153355E-01  1.22155924E-03  4.01266493E-07  1.43493886E-05
  2.08333333E-02  5.17209616E-01  1.31776690E-03  3.74350236E-07  1.60264226E-06
  2.08333333E-02  5.41265877E-01  1.46699756E-03  4.62608532E-07  4.03288393E-06
  4.16666667E-02 -2.40562612E-02  1.36177209E-03  3.87179158E-07  3.30441276E-06
  4.16666667E-02 -6.93889390E-18  1.43153237E-03  4.88402837E-07  1.90622844E-05
  4.16666667E-02  2.40562612E-02  1.21651781E-03  3.54405854E-07  1.48528418E-05
  4.16666667E-02  4.81125224E-02  1.36734484E-03  3.92166749E-07  2.08069039E-06
  4.16666667E-02  7.21687836E-02  1.41969760E-03  4.73977880E-07  1.22365780E-05
  4.16666667E-02  9.62250449E-02  1.41246294E-03  4.28164509E-07  2.92127157E-05
  4.16666667E-02  1.20281306E-01  1.30660586E-03  4.73918841E-07  4.55034459E-06
  4.16666667E-02  1.44337567E-01  9.61197105E-04  3.87060189E-07  8.22457359E-09
  4.16666667E-02  1.68393829E-01  1.01040847E-03  4.18221953E-07  2.92563579E-06
  4.16666667E-02  1.92450090E-01  1.07889140E-03  4.04329370E-07  9.29398602E-06
  4.16666667E-02  2.16506351E-01  1.07431378E-03  4.30450213E-07  2.29915621E-06
  4.16666667E-02  2.40562612E-01  8.93045721E-04  3.52017225E-07  4.59773747E-06
  4.16666667E-02  2.64618873E-01  1.06484590E-03  5.81370241E-07  2.37465249E-05
  4.16666667E-02  2.88675135E-01  1.19570884E-03  5.13559738E-07  1.97977021E-06
  4.16666667E-02  3.12731396E-01  9.54913588E-04  3.96548168E-07  8.32731646E-06
  4.16666667E-02  3.36787657E-01  9.83756104E-04  3.67246437E-07  7.16364687E-07
